2nd_goal_key_3,1st_goal_value_1,2nd_goal_value_3,3rd_goal_value_1,team1yellow_cards,1st_goal_key_1,3rd_goal_value_3,1st_goal_key_2,fulltime_result_key_3,team2_goals,fulltime_result_value_2,team1corners,double_chance_value_3,3rd_goal_key_1,double_chance_key_2,3rd_goal_key_3,double_chance_key_1,team2corners,team2,team2yellow_cards,1st_goal_value_2,2nd_goal_value_1,team2red_cards,timer,fulltime_result_key_2,fulltime_result_value_3,4th_goal_key_2,team2penalties,4th_goal_value_3,fulltime_result_key_1,team1penalties,team1,3rd_goal_value_2,3rd_goal_key_2,fulltime_result_value_1,4th_goal_key_1,2nd_goal_key_2,team1_goals,4th_goal_key_3,double_chance_value_2,1st_goal_value_3,2nd_goal_key_1,team1red_cards,double_chance_value_1,4th_goal_value_1,double_chance_key_3,2nd_goal_value_2,1st_goal_key_3,4th_goal_value_2
,2.25,,,0,USM Annaba U21,,No 1st Goal,WA Tlemcen U21,0,3.10,0,1.33,,WA Tlemcen U21 or Draw,,USM Annaba U21 or Draw,0,WA Tlemcen U21,0,6.50,,0,03:25,Draw,2.37,,0,,USM Annaba U21,0,USM Annaba U21,,,2.87,,,0,,1.36,1.90,,0,1.53,,USM Annaba U21 or WA Tlemcen U21,,WA Tlemcen U21,
,1.33,,,0,USM Blida U21,,No 1st Goal,JSM Skikda U21,0,4.33,0,1.20,,JSM Skikda U21 or Draw,,USM Blida U21 or Draw,0,JSM Skikda U21,0,8.50,,0,03:26,Draw,5.50,,0,,USM Blida U21,0,USM Blida U21,,,1.44,,,0,,2.62,4.00,,0,1.12,,USM Blida U21 or JSM Skikda U21,,JSM Skikda U21,
,1.22,,,0,FK Kapaz,,No 1st Goal,Zira IK II,0,4.75,3,1.14,,Zira IK II or Draw,,FK Kapaz or Draw,0,Zira IK II,0,7.50,,0,03:27,Draw,11.00,,0,,FK Kapaz,0,FK Kapaz,,,1.25,,,0,,3.75,6.00,,0,1.020,,FK Kapaz or Zira IK II,,Zira IK II,
,1.44,,,0,Moik Baku,,No 1st Goal,FK Qarabag II,0,4.00,1,1.22,,FK Qarabag II or Draw,,Moik Baku or Draw,2,FK Qarabag II,0,9.00,,0,03:28,Draw,5.00,,0,,Moik Baku,0,Moik Baku,,,1.57,,,0,,2.25,3.00,,0,1.14,,Moik Baku or FK Qarabag II,,FK Qarabag II,
FC Agsu,,3.75,,0,,,,FC Agsu,0,9.50,2,1.030,,FC Agsu or Draw,,Neftchi Baku II or Draw,0,FC Agsu,0,,1.25,0,03:28,Draw,17.00,,0,,Neftchi Baku II,0,Neftchi Baku II,,,1.071,,No 2nd Goal,0,,7.50,,Neftchi Baku II,0,1.005,,Neftchi Baku II or FC Agsu,13.00,,
,2.75,,,0,Delhi United,,No 1st Goal,Youngmen SC,0,2.87,0,1.36,,Youngmen SC or Draw,,Delhi United or Draw,0,Youngmen SC,0,5.50,,0,03:29,Draw,2.05,,0,,Delhi United,0,Delhi United,,,4.00,,,0,,1.22,1.72,,0,1.66,,Delhi United or Youngmen SC,,Youngmen SC,
,2.00,,,0,Avalan Kamyaran,,No 1st Goal,Shahrdari Hamedan,0,2.20,2,1.61,,Shahrdari Hamedan or Draw,,Avalan Kamyaran or Draw,1,Shahrdari Hamedan,0,2.50,,0,03:30,Draw,5.50,,0,,Avalan Kamyaran,0,Avalan Kamyaran,,,2.20,,,0,,1.61,4.33,,0,1.12,,Avalan Kamyaran or Shahrdari Hamedan,,Shahrdari Hamedan,
,,,2.40,0,,2.75,,Naft Gachsaran,0,9.00,3,1.040,Besat Kermanshah,Naft Gachsaran or Draw,Naft Gachsaran,Besat Kermanshah or Draw,1,Naft Gachsaran,0,,,0,03:30,Draw,1.071,,0,,Besat Kermanshah,0,Besat Kermanshah,3.00,No 3rd Goal,19.00,,,0,,1.002,,,0,7.50,,Besat Kermanshah or Naft Gachsaran,,,
,1.50,,,0,Sofapaka FC,,No 1st Goal,Vihiga United,0,3.60,1,1.25,,Vihiga United or Draw,,Sofapaka FC or Draw,1,Vihiga United,0,6.50,,0,03:32,Draw,5.00,,0,,Sofapaka FC,0,Sofapaka FC,,,1.61,,,0,,2.20,3.25,,0,1.14,,Sofapaka FC or Vihiga United,,Vihiga United,
,,,,0,,,,,0,,0,,,,,,0,Cheng Fung,0,,,0,03:31,,,No 4th Goal,0,1.015,,0,Macau U23,,,,Macau U23,,0,Cheng Fung,,,,0,,21.00,,,,29.00
,1.53,,,0,Dynamo Kiev U19,,No 1st Goal,Metalurg Zaporizhya U19,0,2.87,2,1.36,,Metalurg Zaporizhya U19 or Draw,,Dynamo Kiev U19 or Draw,6,Metalurg Zaporizhya U19,0,3.75,,0,03:33,Draw,8.00,,0,,Dynamo Kiev U19,0,Dynamo Kiev U19,,,1.61,,,0,,2.20,5.00,,0,1.062,,Dynamo Kiev U19 or Metalurg Zaporizhya U19,,Metalurg Zaporizhya U19,
,1.66,,,0,Amal Bou Saada U21,,No 1st Goal,MC El Eulma U21,0,3.25,0,1.33,,MC El Eulma U21 or Draw,,Amal Bou Saada U21 or Draw,0,MC El Eulma U21,0,6.50,,0,03:34,Draw,3.40,,0,,Amal Bou Saada U21,0,Amal Bou Saada U21,,,2.00,,,0,,1.72,2.75,,0,1.30,,Amal Bou Saada U21 or MC El Eulma U21,,MC El Eulma U21,
,,,1.66,0,,3.00,,NC Magra U21,0,11.00,2,1.020,ASM Oran U21,NC Magra U21 or Draw,NC Magra U21,ASM Oran U21 or Draw,0,NC Magra U21,1,,,0,03:35,Draw,21.00,,0,,ASM Oran U21,0,ASM Oran U21,5.50,No 3rd Goal,1.050,,,0,,8.50,,,0,1.002,,ASM Oran U21 or NC Magra U21,,,
,1.33,,,0,ASO Chlef U21,,No 1st Goal,USM El Harrach U21,0,4.00,0,1.22,,USM El Harrach U21 or Draw,,ASO Chlef U21 or Draw,1,USM El Harrach U21,0,7.00,,0,03:36,Draw,7.00,,0,,ASO Chlef U21,0,ASO Chlef U21,,,1.40,,,0,,2.75,4.50,,0,1.083,,ASO Chlef U21 or USM El Harrach U21,,USM El Harrach U21,
,1.61,,,0,JSM Bejaia U21,,No 1st Goal,MC Saida U21,0,3.25,2,1.33,,MC Saida U21 or Draw,,JSM Bejaia U21 or Draw,0,MC Saida U21,0,6.50,,0,03:36,Draw,3.75,,0,,JSM Bejaia U21,0,JSM Bejaia U21,,,1.90,,,0,,1.80,2.75,,0,1.25,,JSM Bejaia U21 or MC Saida U21,,MC Saida U21,
,2.75,,,0,RC Kouba U21,,No 1st Goal,RC Relizane U21,0,3.20,0,1.33,,RC Relizane U21 or Draw,,RC Kouba U21 or Draw,2,RC Relizane U21,0,6.00,,0,03:37,Draw,2.00,,0,,RC Kouba U21,0,RC Kouba U21,,,3.75,,,0,,1.25,1.66,,0,1.72,,RC Kouba U21 or RC Relizane U21,,RC Relizane U21,
,1.50,,,0,US Biskra U21,,No 1st Goal,ES Mostaganem U21,0,3.75,2,1.25,,ES Mostaganem U21 or Draw,,US Biskra U21 or Draw,0,ES Mostaganem U21,0,9.00,,0,03:37,Draw,4.50,,0,,US Biskra U21,0,US Biskra U21,,,1.66,,,0,,2.10,3.00,,0,1.16,,US Biskra U21 or ES Mostaganem U21,,ES Mostaganem U21,
,2.25,,,0,USM Annaba U21,,No 1st Goal,WA Tlemcen U21,0,3.10,0,1.33,,WA Tlemcen U21 or Draw,,USM Annaba U21 or Draw,0,WA Tlemcen U21,0,6.50,,0,03:38,Draw,2.37,,0,,USM Annaba U21,0,USM Annaba U21,,,2.87,,,0,,1.36,1.90,,0,1.53,,USM Annaba U21 or WA Tlemcen U21,,WA Tlemcen U21,
,1.33,,,0,USM Blida U21,,No 1st Goal,JSM Skikda U21,0,4.33,0,1.20,,JSM Skikda U21 or Draw,,USM Blida U21 or Draw,0,JSM Skikda U21,0,8.00,,0,03:40,Draw,5.50,,0,,USM Blida U21,0,USM Blida U21,,,1.44,,,0,,2.62,4.00,,0,1.12,,USM Blida U21 or JSM Skikda U21,,JSM Skikda U21,
,1.25,,,0,FK Kapaz,,No 1st Goal,Zira IK II,0,4.50,3,1.16,,Zira IK II or Draw,,FK Kapaz or Draw,0,Zira IK II,0,7.50,,0,03:40,Draw,10.00,,0,,FK Kapaz,0,FK Kapaz,,,1.28,,,0,,3.50,5.50,,0,1.030,,FK Kapaz or Zira IK II,,Zira IK II,
,1.44,,,0,Moik Baku,,No 1st Goal,FK Qarabag II,0,4.00,1,1.22,,FK Qarabag II or Draw,,Moik Baku or Draw,2,FK Qarabag II,0,9.00,,0,03:41,Draw,5.00,,0,,Moik Baku,0,Moik Baku,,,1.57,,,0,,2.25,3.00,,0,1.14,,Moik Baku or FK Qarabag II,,FK Qarabag II,
FC Agsu,,3.75,,0,,,,FC Agsu,0,9.50,2,1.030,,FC Agsu or Draw,,Neftchi Baku II or Draw,0,FC Agsu,0,,1.25,0,03:41,Draw,17.00,,0,,Neftchi Baku II,0,Neftchi Baku II,,,1.071,,No 2nd Goal,0,,7.50,,Neftchi Baku II,0,1.005,,Neftchi Baku II or FC Agsu,13.00,,
,2.75,,,0,Delhi United,,No 1st Goal,Youngmen SC,0,2.87,0,1.36,,Youngmen SC or Draw,,Delhi United or Draw,0,Youngmen SC,0,5.50,,0,03:42,Draw,2.05,,0,,Delhi United,0,Delhi United,,,4.00,,,0,,1.22,1.72,,0,1.66,,Delhi United or Youngmen SC,,Youngmen SC,
,2.00,,,0,Avalan Kamyaran,,No 1st Goal,Shahrdari Hamedan,0,2.20,2,1.61,,Shahrdari Hamedan or Draw,,Avalan Kamyaran or Draw,1,Shahrdari Hamedan,0,2.50,,0,03:43,Draw,5.50,,0,,Avalan Kamyaran,0,Avalan Kamyaran,,,2.25,,,0,,1.57,4.33,,0,1.12,,Avalan Kamyaran or Shahrdari Hamedan,,Shahrdari Hamedan,
,,,2.40,0,,2.75,,Naft Gachsaran,0,9.00,3,1.040,Besat Kermanshah,Naft Gachsaran or Draw,Naft Gachsaran,Besat Kermanshah or Draw,1,Naft Gachsaran,0,,,0,03:43,Draw,1.071,,0,,Besat Kermanshah,0,Besat Kermanshah,3.00,No 3rd Goal,19.00,,,0,,1.002,,,0,7.50,,Besat Kermanshah or Naft Gachsaran,,,
,1.50,,,0,Sofapaka FC,,No 1st Goal,Vihiga United,0,3.60,1,1.25,,Vihiga United or Draw,,Sofapaka FC or Draw,1,Vihiga United,0,6.50,,0,03:44,Draw,5.00,,0,,Sofapaka FC,0,Sofapaka FC,,,1.61,,,0,,2.20,3.25,,0,1.14,,Sofapaka FC or Vihiga United,,Vihiga United,
,,,,0,,,,Cheng Fung,0,41.00,0,,,,,,0,Cheng Fung,0,,,0,03:44,Draw,1.004,No 4th Goal,0,1.050,Macau U23,0,Macau U23,,,41.00,Macau U23,,0,Cheng Fung,,,,0,,11.00,,,,34.00
,1.53,,,0,Dynamo Kiev U19,,No 1st Goal,Metalurg Zaporizhya U19,0,2.87,2,1.36,,Metalurg Zaporizhya U19 or Draw,,Dynamo Kiev U19 or Draw,6,Metalurg Zaporizhya U19,0,4.00,,0,03:45,Draw,7.50,,0,,Dynamo Kiev U19,0,Dynamo Kiev U19,,,1.61,,,0,,2.20,5.00,,0,1.071,,Dynamo Kiev U19 or Metalurg Zaporizhya U19,,Metalurg Zaporizhya U19,
,1.66,,,0,Amal Bou Saada U21,,No 1st Goal,MC El Eulma U21,0,3.25,0,1.33,,MC El Eulma U21 or Draw,,Amal Bou Saada U21 or Draw,0,MC El Eulma U21,0,6.50,,0,03:46,Draw,3.40,,0,,Amal Bou Saada U21,0,Amal Bou Saada U21,,,2.00,,,0,,1.72,2.75,,0,1.30,,Amal Bou Saada U21 or MC El Eulma U21,,MC El Eulma U21,
,,,1.66,0,,3.00,,NC Magra U21,0,11.00,2,1.020,ASM Oran U21,NC Magra U21 or Draw,NC Magra U21,ASM Oran U21 or Draw,0,NC Magra U21,1,,,0,03:47,Draw,21.00,,0,,ASM Oran U21,0,ASM Oran U21,5.50,No 3rd Goal,1.050,,,0,,8.50,,,0,1.002,,ASM Oran U21 or NC Magra U21,,,
,1.33,,,0,ASO Chlef U21,,No 1st Goal,USM El Harrach U21,0,4.00,0,1.22,,USM El Harrach U21 or Draw,,ASO Chlef U21 or Draw,1,USM El Harrach U21,0,7.00,,0,03:47,Draw,7.00,,0,,ASO Chlef U21,0,ASO Chlef U21,,,1.40,,,0,,2.75,4.50,,0,1.083,,ASO Chlef U21 or USM El Harrach U21,,USM El Harrach U21,
,1.61,,,0,JSM Bejaia U21,,No 1st Goal,MC Saida U21,0,3.25,2,1.33,,MC Saida U21 or Draw,,JSM Bejaia U21 or Draw,0,MC Saida U21,0,6.50,,0,03:48,Draw,3.75,,0,,JSM Bejaia U21,0,JSM Bejaia U21,,,1.90,,,0,,1.80,2.75,,0,1.25,,JSM Bejaia U21 or MC Saida U21,,MC Saida U21,
,2.75,,,0,RC Kouba U21,,No 1st Goal,RC Relizane U21,0,3.20,0,1.33,,RC Relizane U21 or Draw,,RC Kouba U21 or Draw,2,RC Relizane U21,0,6.00,,0,03:50,Draw,2.00,,0,,RC Kouba U21,0,RC Kouba U21,,,3.75,,,0,,1.25,1.66,,0,1.72,,RC Kouba U21 or RC Relizane U21,,RC Relizane U21,
,1.50,,,0,US Biskra U21,,No 1st Goal,ES Mostaganem U21,0,3.75,2,1.25,,ES Mostaganem U21 or Draw,,US Biskra U21 or Draw,0,ES Mostaganem U21,0,9.00,,0,03:50,Draw,4.50,,0,,US Biskra U21,0,US Biskra U21,,,1.66,,,0,,2.10,3.00,,0,1.16,,US Biskra U21 or ES Mostaganem U21,,ES Mostaganem U21,
,2.25,,,0,USM Annaba U21,,No 1st Goal,WA Tlemcen U21,0,3.10,0,1.33,,WA Tlemcen U21 or Draw,,USM Annaba U21 or Draw,0,WA Tlemcen U21,0,6.50,,0,03:51,Draw,2.37,,0,,USM Annaba U21,0,USM Annaba U21,,,2.87,,,0,,1.36,1.90,,0,1.53,,USM Annaba U21 or WA Tlemcen U21,,WA Tlemcen U21,
,1.33,,,0,USM Blida U21,,No 1st Goal,JSM Skikda U21,0,4.33,0,1.20,,JSM Skikda U21 or Draw,,USM Blida U21 or Draw,0,JSM Skikda U21,0,8.00,,0,03:52,Draw,5.50,,0,,USM Blida U21,0,USM Blida U21,,,1.44,,,0,,2.62,4.00,,0,1.12,,USM Blida U21 or JSM Skikda U21,,JSM Skikda U21,
,1.25,,,0,FK Kapaz,,No 1st Goal,Zira IK II,0,4.50,3,1.16,,Zira IK II or Draw,,FK Kapaz or Draw,0,Zira IK II,0,8.00,,0,03:53,Draw,9.50,,0,,FK Kapaz,0,FK Kapaz,,,1.28,,,0,,3.50,5.00,,0,1.030,,FK Kapaz or Zira IK II,,Zira IK II,
,1.44,,,0,Moik Baku,,No 1st Goal,FK Qarabag II,0,4.00,1,1.22,,FK Qarabag II or Draw,,Moik Baku or Draw,2,FK Qarabag II,0,8.50,,0,03:54,Draw,5.00,,0,,Moik Baku,0,Moik Baku,,,1.57,,,0,,2.25,3.10,,0,1.14,,Moik Baku or FK Qarabag II,,FK Qarabag II,
FC Agsu,,3.75,,0,,,,FC Agsu,0,9.50,2,1.030,,FC Agsu or Draw,,Neftchi Baku II or Draw,0,FC Agsu,0,,1.25,0,03:55,Draw,17.00,,0,,Neftchi Baku II,0,Neftchi Baku II,,,1.071,,No 2nd Goal,0,,7.50,,Neftchi Baku II,0,1.005,,Neftchi Baku II or FC Agsu,13.00,,
,2.75,,,0,Delhi United,,No 1st Goal,Youngmen SC,0,2.87,0,1.36,,Youngmen SC or Draw,,Delhi United or Draw,0,Youngmen SC,0,5.50,,0,03:55,Draw,2.05,,0,,Delhi United,0,Delhi United,,,4.00,,,0,,1.22,1.72,,0,1.66,,Delhi United or Youngmen SC,,Youngmen SC,
,2.00,,,0,Avalan Kamyaran,,No 1st Goal,Shahrdari Hamedan,0,2.20,2,1.61,,Shahrdari Hamedan or Draw,,Avalan Kamyaran or Draw,1,Shahrdari Hamedan,0,2.50,,0,03:56,Draw,5.50,,0,,Avalan Kamyaran,0,Avalan Kamyaran,,,2.25,,,0,,1.57,4.33,,0,1.12,,Avalan Kamyaran or Shahrdari Hamedan,,Shahrdari Hamedan,
,,,2.40,0,,2.75,,Naft Gachsaran,0,9.00,3,1.040,Besat Kermanshah,Naft Gachsaran or Draw,Naft Gachsaran,Besat Kermanshah or Draw,1,Naft Gachsaran,0,,,0,03:57,Draw,1.071,,0,,Besat Kermanshah,0,Besat Kermanshah,3.00,No 3rd Goal,19.00,,,0,,1.002,,,0,7.50,,Besat Kermanshah or Naft Gachsaran,,,
,1.50,,,0,Sofapaka FC,,No 1st Goal,Vihiga United,0,3.60,1,1.25,,Vihiga United or Draw,,Sofapaka FC or Draw,1,Vihiga United,0,6.50,,0,03:58,Draw,5.00,,0,,Sofapaka FC,0,Sofapaka FC,,,1.61,,,0,,2.20,3.25,,0,1.14,,Sofapaka FC or Vihiga United,,Vihiga United,
,,,,0,,,,Cheng Fung,0,51.00,0,,,,,,0,Cheng Fung,0,,,0,03:58,Draw,1.002,No 4th Goal,0,1.040,Macau U23,0,Macau U23,,,51.00,Macau U23,,0,Cheng Fung,,,,0,,13.00,,,,34.00
,1.53,,,0,Dynamo Kiev U19,,No 1st Goal,Metalurg Zaporizhya U19,0,2.87,2,1.36,,Metalurg Zaporizhya U19 or Draw,,Dynamo Kiev U19 or Draw,6,Metalurg Zaporizhya U19,0,4.00,,0,03:59,Draw,7.50,,0,,Dynamo Kiev U19,0,Dynamo Kiev U19,,,1.61,,,0,,2.20,5.00,,0,1.071,,Dynamo Kiev U19 or Metalurg Zaporizhya U19,,Metalurg Zaporizhya U19,
,1.66,,,0,Amal Bou Saada U21,,No 1st Goal,MC El Eulma U21,0,3.25,0,1.33,,MC El Eulma U21 or Draw,,Amal Bou Saada U21 or Draw,0,MC El Eulma U21,0,6.50,,0,04:00,Draw,3.40,,0,,Amal Bou Saada U21,0,Amal Bou Saada U21,,,2.00,,,0,,1.72,2.75,,0,1.30,,Amal Bou Saada U21 or MC El Eulma U21,,MC El Eulma U21,
,,,1.66,0,,3.00,,NC Magra U21,0,11.00,2,1.020,ASM Oran U21,NC Magra U21 or Draw,NC Magra U21,ASM Oran U21 or Draw,0,NC Magra U21,1,,,0,04:01,Draw,21.00,,0,,ASM Oran U21,0,ASM Oran U21,5.50,No 3rd Goal,1.050,,,0,,8.50,,,0,1.002,,ASM Oran U21 or NC Magra U21,,,
,1.33,,,0,ASO Chlef U21,,No 1st Goal,USM El Harrach U21,0,4.00,0,1.22,,USM El Harrach U21 or Draw,,ASO Chlef U21 or Draw,1,USM El Harrach U21,0,7.00,,0,04:02,Draw,7.00,,0,,ASO Chlef U21,0,ASO Chlef U21,,,1.40,,,0,,2.75,4.50,,0,1.083,,ASO Chlef U21 or USM El Harrach U21,,USM El Harrach U21,
,1.61,,,0,JSM Bejaia U21,,No 1st Goal,MC Saida U21,0,3.25,2,1.33,,MC Saida U21 or Draw,,JSM Bejaia U21 or Draw,0,MC Saida U21,0,6.50,,0,04:03,Draw,3.75,,0,,JSM Bejaia U21,0,JSM Bejaia U21,,,1.90,,,0,,1.80,2.75,,0,1.25,,JSM Bejaia U21 or MC Saida U21,,MC Saida U21,
,2.75,,,0,RC Kouba U21,,No 1st Goal,RC Relizane U21,0,3.20,0,1.33,,RC Relizane U21 or Draw,,RC Kouba U21 or Draw,2,RC Relizane U21,0,6.00,,0,04:03,Draw,2.00,,0,,RC Kouba U21,0,RC Kouba U21,,,3.75,,,0,,1.25,1.66,,0,1.72,,RC Kouba U21 or RC Relizane U21,,RC Relizane U21,
,1.50,,,0,US Biskra U21,,No 1st Goal,ES Mostaganem U21,0,3.75,2,1.25,,ES Mostaganem U21 or Draw,,US Biskra U21 or Draw,0,ES Mostaganem U21,0,9.00,,0,04:05,Draw,4.50,,0,,US Biskra U21,0,US Biskra U21,,,1.66,,,0,,2.10,3.00,,0,1.16,,US Biskra U21 or ES Mostaganem U21,,ES Mostaganem U21,
,2.25,,,0,USM Annaba U21,,No 1st Goal,WA Tlemcen U21,0,3.10,0,1.33,,WA Tlemcen U21 or Draw,,USM Annaba U21 or Draw,0,WA Tlemcen U21,0,6.50,,0,04:05,Draw,2.37,,0,,USM Annaba U21,0,USM Annaba U21,,,2.87,,,0,,1.36,1.90,,0,1.53,,USM Annaba U21 or WA Tlemcen U21,,WA Tlemcen U21,
,1.33,,,0,USM Blida U21,,No 1st Goal,JSM Skikda U21,0,4.33,0,1.20,,JSM Skikda U21 or Draw,,USM Blida U21 or Draw,0,JSM Skikda U21,0,8.00,,0,04:07,Draw,5.50,,0,,USM Blida U21,0,USM Blida U21,,,1.44,,,0,,2.62,4.00,,0,1.12,,USM Blida U21 or JSM Skikda U21,,JSM Skikda U21,
,1.25,,,0,FK Kapaz,,No 1st Goal,Zira IK II,0,4.50,3,1.16,,Zira IK II or Draw,,FK Kapaz or Draw,0,Zira IK II,0,8.00,,0,04:08,Draw,9.50,,0,,FK Kapaz,0,FK Kapaz,,,1.28,,,0,,3.50,5.00,,0,1.030,,FK Kapaz or Zira IK II,,Zira IK II,
,1.44,,,0,Moik Baku,,No 1st Goal,FK Qarabag II,0,4.00,1,1.22,,FK Qarabag II or Draw,,Moik Baku or Draw,2,FK Qarabag II,0,9.00,,0,04:08,Draw,5.00,,0,,Moik Baku,0,Moik Baku,,,1.57,,,0,,2.25,3.00,,0,1.14,,Moik Baku or FK Qarabag II,,FK Qarabag II,
FC Agsu,,4.00,,0,,,,FC Agsu,0,10.00,2,1.030,,FC Agsu or Draw,,Neftchi Baku II or Draw,0,FC Agsu,0,,1.25,0,04:09,Draw,17.00,,0,,Neftchi Baku II,0,Neftchi Baku II,,,1.071,,No 2nd Goal,0,,7.50,,Neftchi Baku II,0,1.005,,Neftchi Baku II or FC Agsu,13.00,,
,2.75,,,0,Delhi United,,No 1st Goal,Youngmen SC,0,2.87,0,1.36,,Youngmen SC or Draw,,Delhi United or Draw,0,Youngmen SC,0,5.50,,0,04:10,Draw,2.05,,0,,Delhi United,0,Delhi United,,,4.00,,,0,,1.22,1.72,,0,1.66,,Delhi United or Youngmen SC,,Youngmen SC,
,2.00,,,0,Avalan Kamyaran,,No 1st Goal,Shahrdari Hamedan,0,2.20,2,1.61,,Shahrdari Hamedan or Draw,,Avalan Kamyaran or Draw,1,Shahrdari Hamedan,0,2.50,,0,04:11,Draw,5.50,,0,,Avalan Kamyaran,0,Avalan Kamyaran,,,2.25,,,0,,1.57,4.33,,0,1.12,,Avalan Kamyaran or Shahrdari Hamedan,,Shahrdari Hamedan,
,,,2.40,0,,2.75,,Naft Gachsaran,0,9.00,3,1.040,Besat Kermanshah,Naft Gachsaran or Draw,Naft Gachsaran,Besat Kermanshah or Draw,1,Naft Gachsaran,0,,,0,04:11,Draw,1.071,,0,,Besat Kermanshah,0,Besat Kermanshah,3.00,No 3rd Goal,19.00,,,0,,1.002,,,0,7.50,,Besat Kermanshah or Naft Gachsaran,,,
,1.50,,,0,Sofapaka FC,,No 1st Goal,Vihiga United,0,3.60,1,1.25,,Vihiga United or Draw,,Sofapaka FC or Draw,1,Vihiga United,0,6.50,,0,04:12,Draw,5.00,,0,,Sofapaka FC,0,Sofapaka FC,,,1.61,,,0,,2.20,3.40,,0,1.14,,Sofapaka FC or Vihiga United,,Vihiga United,
,,,,0,,,,Cheng Fung,0,51.00,0,,,,,,0,Cheng Fung,0,,,0,04:12,Draw,1.002,No 4th Goal,0,1.040,Macau U23,0,Macau U23,,,51.00,Macau U23,,0,Cheng Fung,,,,0,,13.00,,,,34.00
,1.53,,,0,Dynamo Kiev U19,,No 1st Goal,Metalurg Zaporizhya U19,0,2.87,2,1.36,,Metalurg Zaporizhya U19 or Draw,,Dynamo Kiev U19 or Draw,6,Metalurg Zaporizhya U19,0,4.00,,0,04:14,Draw,7.50,,0,,Dynamo Kiev U19,0,Dynamo Kiev U19,,,1.61,,,0,,2.20,4.75,,0,1.071,,Dynamo Kiev U19 or Metalurg Zaporizhya U19,,Metalurg Zaporizhya U19,
,1.66,,,0,Amal Bou Saada U21,,No 1st Goal,MC El Eulma U21,0,3.25,0,1.33,,MC El Eulma U21 or Draw,,Amal Bou Saada U21 or Draw,0,MC El Eulma U21,0,6.00,,0,04:14,Draw,3.40,,0,,Amal Bou Saada U21,0,Amal Bou Saada U21,,,2.00,,,0,,1.72,2.75,,0,1.30,,Amal Bou Saada U21 or MC El Eulma U21,,MC El Eulma U21,
,,,1.66,0,,3.00,,NC Magra U21,0,11.00,2,1.020,ASM Oran U21,NC Magra U21 or Draw,NC Magra U21,ASM Oran U21 or Draw,0,NC Magra U21,1,,,0,04:14,Draw,21.00,,0,,ASM Oran U21,0,ASM Oran U21,5.50,No 3rd Goal,1.050,,,0,,8.50,,,0,1.002,,ASM Oran U21 or NC Magra U21,,,
,1.33,,,0,ASO Chlef U21,,No 1st Goal,USM El Harrach U21,0,4.00,0,1.22,,USM El Harrach U21 or Draw,,ASO Chlef U21 or Draw,1,USM El Harrach U21,0,7.00,,0,04:15,Draw,7.00,,0,,ASO Chlef U21,0,ASO Chlef U21,,,1.40,,,0,,2.75,4.50,,0,1.083,,ASO Chlef U21 or USM El Harrach U21,,USM El Harrach U21,
,1.61,,,0,JSM Bejaia U21,,No 1st Goal,MC Saida U21,0,3.25,2,1.33,,MC Saida U21 or Draw,,JSM Bejaia U21 or Draw,0,MC Saida U21,0,6.50,,0,04:16,Draw,3.75,,0,,JSM Bejaia U21,0,JSM Bejaia U21,,,1.90,,,0,,1.80,2.75,,0,1.25,,JSM Bejaia U21 or MC Saida U21,,MC Saida U21,
,2.75,,,0,RC Kouba U21,,No 1st Goal,RC Relizane U21,0,3.20,0,1.33,,RC Relizane U21 or Draw,,RC Kouba U21 or Draw,2,RC Relizane U21,0,6.00,,0,04:18,Draw,2.00,,0,,RC Kouba U21,0,RC Kouba U21,,,3.75,,,0,,1.25,1.66,,0,1.72,,RC Kouba U21 or RC Relizane U21,,RC Relizane U21,
,1.50,,,0,US Biskra U21,,No 1st Goal,ES Mostaganem U21,0,3.75,2,1.25,,ES Mostaganem U21 or Draw,,US Biskra U21 or Draw,0,ES Mostaganem U21,0,9.00,,0,04:19,Draw,4.50,,0,,US Biskra U21,0,US Biskra U21,,,1.66,,,0,,2.10,3.00,,0,1.16,,US Biskra U21 or ES Mostaganem U21,,ES Mostaganem U21,
,2.25,,,0,USM Annaba U21,,No 1st Goal,WA Tlemcen U21,0,3.10,0,1.33,,WA Tlemcen U21 or Draw,,USM Annaba U21 or Draw,0,WA Tlemcen U21,0,6.50,,0,04:20,Draw,2.37,,0,,USM Annaba U21,0,USM Annaba U21,,,2.87,,,0,,1.36,1.90,,0,1.53,,USM Annaba U21 or WA Tlemcen U21,,WA Tlemcen U21,
,1.33,,,0,USM Blida U21,,No 1st Goal,JSM Skikda U21,0,4.33,0,1.20,,JSM Skikda U21 or Draw,,USM Blida U21 or Draw,0,JSM Skikda U21,0,8.00,,0,04:21,Draw,5.50,,0,,USM Blida U21,0,USM Blida U21,,,1.50,,,0,,2.50,4.00,,0,1.12,,USM Blida U21 or JSM Skikda U21,,JSM Skikda U21,
,1.30,,,0,FK Kapaz,,No 1st Goal,Zira IK II,0,4.00,3,1.22,,Zira IK II or Draw,,FK Kapaz or Draw,0,Zira IK II,0,7.50,,0,04:20,Draw,8.00,,0,,FK Kapaz,0,FK Kapaz,,,1.36,,,0,,3.00,4.33,,0,1.062,,FK Kapaz or Zira IK II,,Zira IK II,
